Square;LifeSquare;KitchenSquare;m_sq;Price
0.51116973;-0.29387823;-0.7128568;-1.0528003;166809.67
-0.0613171;0.15486106;-0.7128568;0.55353177;252199.27
-1.0549662;-0.6371404;-0.22352624;-1.1813711;89296.99
1.9411408;-0.6334279;-0.7128568;-0.5689875;287460.53
1.1948558;0.9691331;2.223127;-0.87296265;215577.66
-1.0032053;-0.6371404;0.75513506;0.6857424;181528.23
0.46898636;2.365808;-0.7128568;-0.9418613;173910.92
-0.33284286;-0.6371404;2.7124577;-0.37827608;170998.9
-1.1264912;-0.6371404;-0.7128568;1.7200304;218071.67
-0.8296699;-0.6371404;-0.7128568;-0.27745637;146037.55
0.45387957;0.010978506;-0.7128568;0.081460275;256094.14
0.44310346;3.0674403;-0.7128568;-1.0904733;160660.61
0.05427364;-0.0926002;0.2658044;1.6533222;340864.9
-0.857879;-0.6371404;0.2658044;0.5047773;184531.34
-0.20510282;-0.6371404;-0.7128568;-1.7675462;86821.62
-1.2163122;-0.6371404;-0.7128568;-1.6126715;63676.977
1.00659;1.3486929;0.2658044;0.67554134;350956.5
-0.73574543;-0.7805414;-0.7128568;1.5294057;249958.53
-1.1749872;-0.6371404;-0.7128568;1.5318314;204485.3
-0.9538072;-0.6371404;0.75513506;1.0928556;205796.97
0.67095864;1.3682127;0.2658044;0.05766806;269499.62
-0.020134961;-0.6371404;1.7337962;-1.5466309;107826.0
2.524556;1.5385687;6.1377716;-2.1013153;124844.93
0.5220505;3.1549776;-0.7128568;-0.045753624;250443.61
-1.0392281;-0.6371404;0.2658044;0.70305693;179295.12
0.41921782;-0.25422314;1.2444657;1.7492206;387448.9
0.5878321;0.43668985;0.2658044;1.9393215;421756.28
-0.61631465;-0.68205434;-0.7128568;1.6273814;267929.25
-1.1046573;-0.6371404;-0.7128568;0.6803633;172680.53
1.9922404;0.4174065;-0.7128568;-0.5848054;288519.4
0.46926993;2.365808;-0.7128568;-0.81122214;184554.33
0.72795117;1.1721452;0.75513506;0.44973215;307710.0
-1.4463255;-0.6371404;-0.7128568;0.8487989;150197.02
-0.9523165;-0.6371404;2.223127;-0.8830488;108408.65
1.2964568;0.7448631;2.223127;-1.3988636;168039.16
-1.0042144;-0.6371404;1.2444657;-0.28455;134684.0
1.326524;-0.6371404;-0.7128568;-1.5342335;155549.28
2.111791;-0.6371404;-0.7128568;-1.3092144;209500.28
-0.40822664;-0.6371404;-0.7128568;-0.015441169;188768.31
-0.5988136;-0.7096864;-0.7128568;-0.9288826;123263.21
-0.01623281;-0.40282357;-0.7128568;-0.5395264;178896.78
-0.651465;-0.6371404;0.2658044;0.2334743;185960.16
0.004029541;0.5514244;-0.7128568;1.6480129;335134.44
-0.7340381;0.3372594;-0.7128568;-0.829779;122094.26
-0.52397007;-0.6371404;-0.7128568;0.40724048;205723.12
-0.090989664;-0.7046948;-0.7128568;1.6119994;322544.38
-1.3056959;-0.6371404;-0.7128568;0.744773;158328.4
0.30864915;0.94722605;-0.7128568;-0.010320906;238622.1
-0.08360921;-0.6054546;0.2658044;0.45322135;243462.55
0.6616298;0.9770934;-0.22352624;0.4607766;303386.47
-0.46233532;-0.6371404;-0.7128568;-0.028398154;184252.98
1.5840232;1.0792993;0.75513506;-1.0008414;221296.55
-0.28621608;-0.72798765;0.2658044;0.27479672;215864.31
1.5261647;1.021684;1.2444657;0.2795954;353245.0
-1.3721219;-0.6371404;-0.7128568;0.57998854;146032.83
0.62410724;3.1950538;-0.7128568;-0.5502185;214608.95
1.198446;1.2389725;1.2444657;0.55276775;355171.66
0.07870313;-0.8722029;1.7337962;0.23803318;240756.0
-0.2538529;-0.6371404;2.223127;-1.8448733;80348.79
1.1579661;1.2123383;1.2444657;0.71428037;367507.53
-0.95657146;0.43874517;-0.7128568;-0.60914415;121691.61
-0.98674107;-0.6371404;0.2658044;0.5793299;177754.08
-0.22540404;-0.3106025;-0.7128568;-0.13780077;193338.62
-0.4423439;1.4115742;0.2658044;1.531444;280529.28
0.2081471;0.3192663;-0.7128568;0.18615292;246508.48
-0.81906354;-0.6371404;0.2658044;2.1078823;271601.03
-0.76650053;-0.6371404;-0.7128568;-0.9994482;111365.414
-1.0140777;-0.6371404;-0.22352624;0.39501673;166660.92
0.56136876;2.4746096;-0.7128568;-0.8690409;184433.36
-0.82324797;-0.6371404;-0.22352624;2.2941718;280848.72
-0.3920964;-0.6371404;-0.7128568;-1.0829407;123725.2
-0.067269504;-0.42838916;0.2658044;0.23712775;229789.83
0.687151;3.1899314;-0.7128568;-0.7668644;199508.38
-0.5121675;-0.84794354;-0.7128568;0.59075636;217526.53
0.17874698;-0.4759387;1.7337962;-1.0955552;148441.84
-0.8246508;-0.6371404;0.2658044;0.08272117;165167.48
-0.7813646;-0.59981644;-0.7128568;1.3018054;233114.4
-0.31894118;-0.42271376;0.75513506;-0.2354267;180932.45
-0.47121322;-0.6371404;-0.7128568;0.3715649;207717.42
-0.11621538;1.6274507;1.2444657;-1.0904727;135613.03
-0.4779023;-0.82288647;-0.7128568;1.4768548;273560.12
0.036885105;-0.919473;1.7337962;-0.23539686;203719.78
1.2801014;0.7348786;1.2444657;-0.32600376;274302.84
1.65422;2.2500737;-0.7128568;-0.3343445;296595.2
-0.9398397;-0.6371404;0.75513506;0.8707371;196083.19
-0.24913295;-0.8875845;0.2658044;-2.171682;59174.777
1.1234342;0.5630348;2.223127;2.1011415;497830.3
0.2571442;2.4006045;-0.7128568;0.40171385;266621.12
0.29232398;2.9999845;-0.7128568;-0.50498307;199215.45
-1.3675369;-0.6371404;-0.7128568;-0.44073606;105571.68
1.4301698;-0.6371404;-0.7128568;0.8167802;401316.47
-0.65264064;-0.6371404;-0.7128568;-0.5711664;140727.02
-0.09513865;-0.57355076;0.2658044;0.18715791;224277.83
1.163909;1.3295865;0.75513506;0.38204563;335785.78
-0.8079001;-0.6371404;-0.22352624;0.2533254;175335.67
1.4937845;-0.6371404;-0.7128568;0.88977766;414520.62
-0.8022118;-0.6371404;-0.7128568;-0.9818589;110620.63
-0.9699718;-0.6371404;-0.22352624;0.89298713;194492.61
-0.5228568;-0.6371404;-0.7128568;0.1612484;191289.97
-0.65743744;-0.6371404;-0.7128568;-1.0122199;115757.85
-0.61360997;0.64507806;-0.7128568;0.2619143;190404.52
0.22946061;0.60871506;-0.7128568;-1.1713511;144949.08
-1.2820508;-0.6371404;-0.22352624;1.2188019;180242.53
-0.9173326;-0.6371404;0.75513506;0.59501266;184258.38
-0.059617665;-0.049009405;-0.7128568;-0.25455466;196209.53
-0.04198956;-0.54363894;0.2658044;-0.1346316;205708.06
-0.74801964;-0.6371404;0.2658044;0.06839074;169850.22
1.4062599;1.0531957;1.7337962;-0.39430788;275125.3
0.09444646;-0.44947675;-0.22352624;-1.983322;79933.45
0.20126286;0.78375524;-0.7128568;0.6091155;277865.28
-0.593796;-0.6371404;0.2658044;-1.0137924;118629.69
0.13424432;-0.6326838;1.2444657;-0.2601253;208128.66
-0.77856207;-0.6371404;-0.7128568;1.0800662;221578.58
-0.7048472;-0.6371404;-0.7128568;-0.9520838;116854.52
1.0062958;0.68727475;0.2658044;0.54320407;338563.5
0.68919486;0.09069154;-0.7128568;0.23707932;286274.34
-0.07215387;-0.61186516;0.2658044;0.8129981;269261.84
0.68673974;0.55158347;1.2444657;0.4034325;300441.28
4.4936805;-0.6371404;-0.7128568;-1.9147019;200303.36
1.1444782;0.7259774;0.75513506;-0.53105354;246093.16
0.1795225;-0.19346799;1.2444657;-1.9347835;85665.84
-1.2565482;-0.6371404;-0.7128568;0.34967205;145765.0
-0.66597134;-0.6371404;-0.7128568;-0.40202683;149413.2
0.539758;1.5030794;-0.7128568;1.3598826;368256.84
0.51654625;-0.2088165;-0.7128568;-1.1208405;161446.33
-0.46787328;-0.6371404;-0.7128568;0.5272854;217361.7
0.07691572;-0.6371404;1.2444657;2.3498578;393799.53
0.4127504;0.13164243;0.2658044;0.028003776;248885.4
-1.0030882;-0.6371404;-0.22352624;-0.025443038;147247.88
0.38924846;0.38153657;0.2658044;-1.9825777;87268.1
-0.801015;-0.6371404;0.2658044;-0.2691621;148282.98
-0.9903046;-0.6371404;0.2658044;1.2294565;208993.95
-0.87017775;0.28025267;-0.7128568;-0.42625144;135862.44
-1.1402183;-0.6371404;-0.7128568;1.046908;186211.58
1.2085837;1.0149579;1.2444657;0.34662142;335795.56
0.36704028;0.30477393;0.2658044;-0.122302644;233803.2
-1.3622055;-0.6371404;-0.7128568;0.64071417;149286.8
0.95988727;1.8382936;0.2658044;0.3226039;314391.56
0.41880807;2.8497834;-0.22352624;-0.7321701;188319.66
-0.515225;-0.7655515;-0.7128568;-1.6077688;87120.305
-0.8431571;-0.6371404;0.2658044;0.057147745;162524.73
0.32200572;2.607673;-0.7128568;-0.7073692;185139.4
-0.9014718;-0.6371404;-0.22352624;-1.0435144;102818.95
1.2732519;-0.6371404;-0.7128568;-1.3606036;170966.83
-1.2275087;-0.33536026;-0.7128568;0.96385914;174517.02
0.28623173;-0.19910534;-0.7128568;-1.0537488;156472.34
-0.7399177;-0.6371404;-0.7128568;-1.0833374;108068.48
0.65069056;-0.15695146;0.2658044;0.41872156;298920.8
0.4050394;0.610486;-0.7128568;0.49090505;285341.47
2.2448592;2.0506299;1.2444657;0.6928253;457744.47
-0.047969725;-0.5648155;0.2658044;0.34294394;238608.66
1.297554;0.96818924;2.223127;0.48580995;356579.97
-0.60919726;-0.6371404;-0.7128568;-0.30988497;158095.61
1.1153399;1.6396722;2.7124577;0.6340295;356169.28
-0.705955;-0.6371404;-0.22352624;-0.130095;161933.52
0.6138649;3.1598024;-0.7128568;-1.0055739;175492.16
0.18820246;-0.26896182;-0.7128568;0.83488667;293722.2
-0.34840107;-0.9150778;-0.7128568;0.61550224;232617.6
2.756979;-0.6371404;-0.7128568;-1.4333711;218718.05
-0.89528495;-0.6371404;0.2658044;0.35460556;173907.5
-0.13481139;1.5631572;-0.7128568;-1.0038906;140647.56
1.0986573;0.8331078;1.2444657;1.9337329;478946.25
-1.2452081;-0.6371404;-0.7128568;0.5224724;154030.2
-0.45434228;-0.8790785;-0.7128568;-1.0224465;124591.336
0.60274076;3.2730896;-0.7128568;-0.6462457;205290.16
0.71991324;0.980619;-0.7128568;0.04778765;272097.78
-0.42881802;-0.85821086;0.75513506;2.4645345;338988.2
-0.20510282;-0.6371404;-0.7128568;2.503193;369472.4
-0.8929537;-0.6371404;-0.7128568;0.66690326;189919.83
1.7298728;1.0483958;1.2444657;0.38186818;379876.2
3.035049;2.3027751;5.1591105;1.1551;589179.5
-1.3703518;-0.6371404;-0.7128568;0.7973138;154860.03
0.23188049;0.63904643;-0.7128568;-0.20849514;218251.5
-0.74603814;-0.6371404;-0.22352624;0.6186036;199704.03
-0.6462433;-0.89942586;-0.7128568;-1.4654853;90782.52
-0.9638882;-0.6371404;0.2658044;0.28655016;165261.7
1.7186885;-0.6371404;-0.7128568;-0.52729684;279451.7
1.5390055;-0.6371404;-0.7128568;0.9269964;422486.88
-0.9491912;-0.6371404;-0.7128568;0.20773506;162479.8
1.6236857;1.43377;-0.7128568;-1.177154;204223.83
-0.94396496;-0.6371404;0.75513506;0.98468924;201362.27
-0.625051;-0.6371404;-0.7128568;-0.019287953;173591.86
-0.19917989;1.4146482;-0.7128568;-0.69848955;157892.62
0.23358504;0.6647198;-0.22352624;1.1529574;321914.6
1.6622114;2.291953;-0.7128568;-0.61915785;266264.47
0.5412941;-0.031035954;0.2658044;-0.15442148;242739.81
-1.2107604;-0.6371404;-0.7128568;0.18921787;142314.08
1.7933818;1.9861674;-0.7128568;-0.82565016;250572.56
1.150398;1.0758696;1.2444657;0.44878376;341186.6
-0.6533564;-0.6371404;-0.7128568;-0.7791564;129020.39
-0.3218908;-0.7450594;-0.7128568;-0.30240738;176486.72
0.520157;-0.35273242;1.2444657;-1.2861608;147964.47
-0.09306362;-0.42861068;-0.7128568;0.25823605;229313.92
-0.5132926;-0.6371404;-0.7128568;0.39562654;205873.3
-0.7386671;-0.6371404;1.2444657;-0.43769088;143098.95
-0.8482847;0.5019944;-0.7128568;0.543478;187306.48
0.62503433;0.43405125;-0.22352624;-2.0008583;91539.445
0.35660684;-0.6371404;-0.7128568;-0.6537105;191217.34
-0.6636672;-0.8361112;-0.7128568;1.0763441;232131.05
1.7069032;0.8620886;-0.7128568;0.5394658;395301.1
-0.90532374;-0.6371404;-0.22352624;1.3120766;221404.05
1.5344092;-0.6371404;-0.7128568;-0.08326509;315641.22
-0.59347934;-0.8548724;-0.7128568;0.26955944;192358.12
-0.8198422;-0.6371404;1.2444657;0.52592283;188707.73
-0.5153849;-0.6371404;0.75513506;0.36496308;203894.4
0.046638664;-0.55951387;0.75513506;0.10064925;228489.72
-0.7513237;-0.6371404;-0.7128568;-0.49931088;139025.78
-0.9114705;-0.6371404;-0.22352624;0.80412483;195257.22
1.3776506;0.46278536;-0.7128568;-1.1627375;195153.88
-0.23418179;-0.8477257;-0.7128568;-0.5142934;168086.31
-0.08317213;-0.6856411;0.2658044;0.7049507;260848.64
-0.8121221;-0.6371404;1.2444657;1.0162457;215083.97
1.4301946;-0.6371404;-0.7128568;-0.82044876;232678.34
-0.49484327;-0.8497857;-0.7128568;0.32845023;203309.16
-0.09010119;-0.42834383;0.2658044;0.43041766;241377.9
-0.20510282;-0.6371404;-0.7128568;0.113658346;211325.58
-0.9262863;-0.6371404;-0.22352624;0.764189;191967.11
1.2589023;1.204783;1.2444657;-0.74206;231738.03
0.33440462;-0.5318323;1.2444657;0.9259635;313741.66
-0.061182793;1.8169178;-0.7128568;-0.8984679;151407.19
-0.6737819;-0.6371404;-0.7128568;0.49899185;199066.33
-0.88905346;-0.6371404;0.2658044;0.91975653;203089.53
-0.7711834;0.26784214;-0.7128568;-0.7491314;124522.35
2.6779094;1.4722605;-0.7128568;-1.2428069;240770.0
-0.8668436;-0.6371404;-0.7128568;0.6364846;190562.28
3.6606927;-0.6371404;-0.7128568;-0.10699028;455446.4
0.47922698;-0.5217105;1.7337962;-0.9895693;170511.22
0.30193982;0.72607106;-0.7128568;0.3008796;262307.53
1.0790639;0.7084795;-0.7128568;-0.46003178;249093.78
-1.1844982;-0.6371404;-0.7128568;1.4165976;198412.42
-1.0634649;-0.6371404;0.75513506;0.35195243;160779.55
2.6624942;-0.6371404;-0.7128568;-1.371933;223249.33
1.0518682;-0.6371404;0.75513506;1.3135879;415070.47
0.09040466;0.0026114509;-0.7128568;0.023649847;226015.05
-1.1224257;-0.6371404;0.75513506;0.8040764;176808.84
0.21117294;-0.24499093;1.2444657;0.37599203;261074.44
0.11920925;-0.758594;0.2658044;-0.50700545;189032.19
-0.47992712;-0.836241;-0.7128568;-0.27545995;168221.98
-1.0280851;-0.6371404;-0.22352624;1.6181967;223853.12
-1.0144471;0.1287395;0.2658044;0.9771673;194551.92
-0.7691664;-0.6371404;0.2658044;0.28442046;179905.28
0.3264955;-0.59279734;3.2017882;1.6189812;367189.5
0.4409255;0.8756543;-0.22352624;-1.5344837;124718.52
-0.7249819;-0.80047905;-0.7128568;0.65701413;203549.77
-0.1977813;1.7756491;-0.7128568;-0.6010918;164429.75
-0.8499141;-0.6371404;-0.7128568;0.20084345;169471.52
-0.20152502;-0.8703452;-0.7128568;-0.75285983;154164.14
-0.926579;-0.6371404;0.2658044;-0.7988341;113886.984
-0.89692885;-0.6371404;0.2658044;0.51541305;181918.22
1.3166997;1.0520056;-0.7128568;0.10546635;319912.1
0.5786787;-0.6371404;-0.7128568;-0.32343858;231033.08
0.41661346;2.7385468;-0.7128568;-0.9191765;173209.19
-0.12934795;-0.45009986;-0.22352624;1.2524558;294083.56
2.227385;-0.6371404;-0.7128568;-1.2386446;222643.17
-1.1189615;-0.6371404;-0.7128568;0.27184916;152838.64
0.7862133;0.68114;2.7124577;2.8765402;527120.8
-0.24326788;1.6845998;-0.7128568;-1.0617826;131797.47
-0.9009215;-0.93175906;-0.7128568;1.2173276;217053.0
0.47400847;3.1317585;1.2444657;-1.1137428;160148.75
1.424784;0.5057013;1.2444657;-1.4744248;165121.02
0.060406476;-0.40413818;0.75513506;-1.8861032;86108.836
-0.3912342;-0.5085657;-0.7128568;0.17218572;201571.98
0.025673818;-0.6371404;1.7337962;0.95316297;287840.4
0.8680762;1.853415;0.2658044;-0.17081438;262780.16
1.4313719;1.4518576;-0.22352624;0.6402303;383231.97
1.5499145;1.3550645;0.2658044;-0.12632842;312135.47
-0.20285292;-0.6371404;1.7337962;-1.7251261;89697.71
0.340129;-0.14621092;-0.22352624;0.6935293;296021.22
0.12749569;-0.35023364;-0.22352624;1.0552746;304608.28
0.17352952;0.053023327;-0.7128568;0.082641356;236229.97
-1.2111952;-0.6371404;-0.7128568;0.13762413;140036.2
-0.5873045;-0.6371404;-0.7128568;-0.029172432;175623.52
0.09204581;0.20314535;-0.7128568;0.460961;257998.2
-0.18084693;0.8798218;-0.7128568;-1.462516;107892.51
-0.61444014;-0.8438004;-0.7128568;0.9620634;230227.08
-0.5137493;-0.6371404;-0.7128568;-0.41941622;157559.62
-1.0927527;-0.6371404;1.2444657;0.89741737;183715.5
-0.9635511;-0.6371404;0.75513506;-0.729949;115371.164
-0.49931768;-0.6371404;-0.7128568;0.8749809;235516.42
-0.7475877;0.28450227;0.2658044;-0.08546801;161577.3
-0.8137047;-0.6371404;-0.7128568;1.0665472;217577.84
-0.8688052;-0.6371404;-0.7128568;-0.24933696;145009.39
-0.7680977;-0.6371404;0.75513506;0.12588018;171503.25
-0.16217896;-0.35070705;0.75513506;-0.1067276;199612.75
-0.7531675;-0.6371404;-0.22352624;0.9621033;217605.42
-0.72744066;-0.6371404;-0.7128568;-0.70335275;129308.82
0.009210058;-0.42911744;0.75513506;0.57289624;259343.36
1.294065;1.1937135;2.223127;-1.6539942;142451.31
0.021452023;-0.57385784;-0.7128568;-0.9190491;153997.9
1.4140189;0.7797293;-0.7128568;-1.3463675;177875.7
1.3447871;1.871643;0.2658044;1.7239273;485521.0
-1.3857425;-0.6371404;-0.7128568;0.4314207;139027.3
0.22691691;-0.6371404;-0.7128568;-0.5765842;189988.83
-0.60195947;-0.6371404;-0.7128568;0.17214543;186141.97
-0.54337895;1.3720338;0.75513506;-0.35963434;159286.27
-0.71205044;-0.6371404;-0.7128568;-0.6837653;131204.95
-1.1205349;-0.6371404;-0.7128568;0.15201092;147258.73
-1.0701369;0.22009243;-0.22352624;1.1932714;199558.72
-0.15427047;-0.63436705;0.75513506;-0.3839678;181476.16
1.3675249;-0.6371404;-0.7128568;-0.30839258;281511.84
-0.82088256;-0.6371404;0.2658044;-0.44282413;137940.19
2.3115487;-0.6371404;-0.7128568;0.30246457;415453.72
-0.06445142;-0.6371404;1.2444657;-0.4081273;185251.81
1.3403049;2.132287;-0.22352624;0.7458427;386269.72
1.2460208;0.17728382;1.7337962;-0.08930666;295589.1
0.5815399;-0.3479628;-0.7128568;-0.39795515;224959.05
-0.71151644;-0.86629975;-0.7128568;0.731082;208740.1
-0.38574535;-0.7417955;-0.7128568;-1.104517;122670.47
-0.71014714;-0.6371404;-0.7128568;0.7793243;211501.8
0.40092033;2.3851876;-0.7128568;-1.0763525;159898.8
-0.9139437;-0.6371404;0.75513506;-0.77899367;115532.234
0.40541223;-0.6371404;-0.7128568;-0.6856699;191328.44
-1.0209359;-0.6371404;-0.22352624;-0.2469498;135429.55
1.3394396;0.9647646;2.223127;0.51131946;362517.72
-0.7996224;0.0044991164;-0.7128568;-0.66932446;127243.77
1.6018969;1.010249;-0.7128568;-0.54543006;270802.62
-0.78264445;-0.6371404;0.2658044;0.39941406;184999.72
-1.021304;-0.6371404;0.75513506;0.5688666;174406.6
-0.9401961;-0.6371404;0.2658044;0.6190751;183561.08
-0.022625078;-0.6371404;-0.22352624;-1.0043573;145857.44
1.5032125;-0.6371404;-0.7128568;-1.1621473;200634.3
-0.7145771;0.36779606;-0.7128568;-0.74794877;127557.08
0.52388084;0.7165776;-0.7128568;-0.7674041;190962.53
0.4359267;-0.38892564;1.2444657;0.14471777;259916.05
-0.35142222;-0.6371404;1.7337962;0.7681253;241964.52
-0.636201;0.4140537;-0.7128568;-0.40440217;151073.7
1.1020442;0.93090504;1.2444657;0.323896;325404.22
-1.42125;-0.6371404;1.2444657;-0.8122205;87966.766
0.14248079;-0.11835994;-0.7128568;-0.75369024;172123.1
-1.1438957;-0.6371404;-0.7128568;0.8754931;178148.48
-0.81454474;0.4926228;-0.7128568;-0.7787676;120692.52
1.859045;2.743582;-0.7128568;-0.6572237;272879.5
-0.64999104;-0.8217694;-0.7128568;-1.5312121;86954.73
-0.25914893;-0.06592783;-0.7128568;1.5409293;300164.34
-1.1544596;-0.6371404;0.75513506;-0.24382868;127053.9
-0.35529384;-0.47988853;-0.7128568;0.9742426;254573.56
0.49094817;0.25335023;0.2658044;-1.3454152;141934.84
0.60692793;2.493258;-0.7128568;-0.852223;188121.3
-1.156973;-0.6371404;-0.7128568;2.2128274;236830.77
0.61504316;3.5211368;-0.7128568;-1.7189724;115158.33
-0.77322507;-0.7193783;-0.7128568;-0.7795742;122789.85
0.86604434;1.3938493;-0.7128568;-0.20124365;259899.3
-0.13368846;-0.89985263;0.2658044;1.772285;328899.97
-0.67302835;0.3716069;1.2444657;-0.66824377;134173.53
1.1748823;0.8380502;1.2444657;0.4317109;341471.22
0.42899147;-0.041028094;0.2658044;0.8213414;313853.97
0.21734078;-0.493449;1.2444657;0.26629418;253250.73
-0.96856505;-0.6371404;0.75513506;0.4908853;174918.25
-0.27840793;-0.51460034;0.75513506;2.2606091;344603.6
-0.46525142;-0.6466792;-0.7128568;0.32232186;205210.06
-0.83653086;0.13006267;-0.7128568;0.28725138;174950.23
2.130136;2.1285758;0.2658044;-0.5753913;297382.78
-0.5113004;0.8066634;-0.7128568;-0.61439246;146146.4
-0.94736046;-0.6371404;-0.22352624;0.6549239;184737.92
0.5652041;0.36379835;-0.22352624;0.058100432;262065.89
-0.567843;-0.6371404;1.2444657;-0.47114187;151318.95
0.34691393;2.593666;-0.7128568;-0.38915625;211485.17
1.5688754;1.2843262;0.2658044;-2.40736;71319.375
1.1490605;0.84305847;0.2658044;0.75844574;371016.44
-0.95413744;-0.6371404;-0.22352624;1.2214681;212108.83
-0.85965484;-0.6371404;-0.7128568;-0.41183406;137232.77
0.51471424;2.6154451;-0.7128568;-0.800519;187757.0
0.6213139;1.0006542;-0.7128568;-0.5722958;212577.94
-0.10146109;-0.317418;-0.7128568;-1.7398051;91783.64
0.8984594;1.4654095;-0.7128568;0.16196302;295062.97
-1.3436188;-0.6371404;-0.7128568;-1.3215392;71277.66
-0.35768488;-0.6728983;-0.7128568;-0.9103757;136100.11
-0.6517859;-0.3090873;-0.7128568;-0.5847919;140010.55
1.0582701;1.1170168;1.2444657;1.0758947;393210.94
1.5763205;1.3756286;0.2658044;-0.18813518;307321.56
-0.097851686;-0.7089251;0.2658044;-1.5495048;104946.734
-0.33711398;1.0931716;1.2444657;1.3534397;280202.2
-0.20510282;-0.6371404;5.6484413;2.0373888;338644.06
1.4769478;1.1569836;0.2658044;-0.17191875;302539.88
-0.55929357;-0.6371404;0.2658044;-1.6046758;85840.13
0.14150883;0.36273435;-0.7128568;0.58207446;270902.0
-0.41605932;1.4065664;-0.7128568;0.20891169;202010.67
0.45493224;-0.43370703;-0.7128568;-0.97656155;170422.25
-1.0738424;-0.6371404;-0.7128568;0.6775405;175157.55
-0.5629764;-0.6371404;1.7337962;-0.58052206;145247.02
4.634831;-0.6371404;-0.7128568;-2.1115289;169528.89
-0.8168986;-0.6371404;-0.7128568;-0.12479575;154843.89
-0.6058114;-0.6371404;-0.7128568;0.2760764;191800.73
0.56299496;2.930383;-0.7128568;-0.8217102;188465.34
0.10759932;-0.6061423;0.75513506;0.39333105;254285.9
0.71285117;0.07999505;0.2658044;1.066849;360107.8
-1.2773956;-0.6371404;0.2658044;0.96797866;170148.61
-0.58858305;-0.939196;-0.7128568;0.77231497;221660.25
0.63341385;0.6860384;-0.22352624;1.2190843;365641.44
0.6496336;2.4852955;-0.7128568;-0.8060761;194205.11
-1.3634214;-0.6371404;-0.7128568;-1.3800179;68148.734
0.41380498;0.66150814;-0.7128568;-0.07408128;240780.3
-1.1115355;-0.6371404;-0.22352624;0.27524886;153554.6
-0.103780605;-0.472881;0.75513506;1.1635963;290493.56
-1.094365;-0.6371404;-0.7128568;0.5212074;166205.1
-0.71479404;-0.6371404;0.2658044;0.32763082;186387.31
-0.3764735;-0.52418625;-0.7128568;-0.13364094;183592.14
-0.98298734;-0.6371404;1.2444657;1.1164837;204205.66
-0.11334626;-0.29041123;0.2658044;-0.6804326;163726.39
1.4742633;0.77482027;-0.7128568;-1.0806634;207858.58
-0.105963245;-0.5919083;0.2658044;0.18204036;223131.56
-1.3299782;-0.6371404;-0.7128568;-0.005635725;125579.31
0.28226635;-0.7035833;2.223127;-0.21970288;220643.73
-1.4277682;-0.6371404;-0.7128568;1.1772183;164532.94
1.5123082;-0.6371404;-0.7128568;-1.0736773;210303.23
-0.76785004;-0.6371404;0.75513506;1.6664773;253962.0
-1.1771077;-0.36011502;-0.7128568;-0.6216376;108871.96
0.97523534;-0.12080014;-0.7128568;-1.0832932;185156.75
-0.2112837;-0.7586115;-0.7128568;-1.1095452;130096.02
-1.0588562;-0.6371404;-0.22352624;0.11521756;150018.55
1.4975469;1.0294691;1.2444657;0.16395885;338994.3
-0.92548895;-0.6371404;0.2658044;0.73170424;190413.08
-0.4181036;-0.6371404;-0.7128568;-0.10721092;182453.44
-1.1100404;-0.6371404;-0.7128568;0.12176046;146636.6
-0.8196898;-0.6371404;0.2658044;0.8595307;206182.84
-0.64433646;-0.6371404;-0.7128568;-0.6485246;136841.25
-1.0708964;0.099469565;0.75513506;-0.42314717;124016.85
1.352363;1.1072495;1.2444657;-0.08417904;303267.72
1.6849722;2.0883014;1.2444657;0.16415372;352702.62
-1.4562057;-0.6371404;-0.7128568;1.1180528;159558.36
-1.0361078;-0.6371404;0.2658044;-0.6561339;115037.086
0.17077912;-0.533604;1.7337962;0.5104098;267965.56
-0.8540372;-0.6371404;0.75513506;2.227854;273703.38
-0.43422806;0.5540532;-0.7128568;0.99722064;248771.33
-0.9414808;0.17392288;-0.7128568;1.3689197;220648.5
-0.7863679;-0.6371404;0.2658044;0.00915535;163987.14
-1.0751641;-0.6371404;-0.7128568;-0.26293513;131226.33
-0.86515546;-0.6371404;0.2658044;0.62459445;190093.31
-0.44844368;-0.68406004;-0.7128568;0.40519372;211528.06
0.5682246;0.022175347;-0.7128568;-1.1673203;159839.78
0.65433323;-0.118454024;0.2658044;0.29301053;288455.12
-0.36436176;-0.77438426;-0.7128568;-1.6715741;88125.1
0.9625273;0.934449;-0.7128568;-0.92644066;199090.31
1.052256;1.2209573;1.2444657;0.12112333;302428.28
-1.3955438;-0.6371404;-0.7128568;-0.14879872;115403.98
-0.8870948;-0.6371404;-0.7128568;-0.25198853;143709.17
0.5532647;0.55037576;1.2444657;-0.8511624;185518.56
-1.0478725;-0.6371404;-0.7128568;-0.4861852;122418.0
0.5503706;-0.4442162;2.223127;-1.9909569;90550.02
-0.73670286;-0.6371404;-0.7128568;-0.62540007;133039.39
1.1805876;0.7525998;1.2444657;1.2477571;421391.56
-0.8918581;-0.6371404;-0.7128568;-0.7280039;119262.375
-0.12054778;1.8352013;1.2444657;-1.6989298;93991.02
-0.8314575;0.43987033;-0.7128568;1.6390558;245736.94
0.5371372;3.1779196;-0.7128568;-0.5792662;207248.38
0.09705956;-0.41649523;1.2444657;-1.1092049;143796.8
-0.69143134;-0.6371404;-0.7128568;0.016783828;171010.53
-0.6958641;-0.6371404;-0.7128568;-0.0073675336;169369.97
-0.90661836;-0.6371404;0.2658044;0.108200245;160615.39
